E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_10_670.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_10_670.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_10_670.jpg,0,0,0,1.358885
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_10_743.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_10_743.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_10_743.jpg,0,0,0,1.347272
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_10_815.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_10_815.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_10_815.jpg,0,0,0,1.335757
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_10_886.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_10_886.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_10_886.jpg,0,0,0,1.327186
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_10_960.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_10_960.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_10_960.jpg,0,0,0,1.315843
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_033.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_033.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_033.jpg,0,0,0,1.304597
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_111.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_111.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_111.jpg,0,0,0,1.296226
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_187.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_187.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_187.jpg,0,0,0,1.285148
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_260.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_260.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_260.jpg,0,0,0,1.274164
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_334.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_334.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_334.jpg,0,0,0,1.263274
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_407.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_407.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_407.jpg,0,0,0,1.255168
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_483.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_483.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_483.jpg,0,0,0,1.24444
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_562.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_562.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_562.jpg,0,0,0,1.233804
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_639.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_639.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_639.jpg,0,0,0,1.223259
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_719.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_719.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_719.jpg,0,0.236457,0,1.084459
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_796.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_796.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_796.jpg,0,0.471594,0,0.7174476
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_873.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_873.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_873.jpg,0,0.7019154,0,0.1330024
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_11_951.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_11_951.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_11_951.jpg,0,0.8950887,0,0.3696573
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_026.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_026.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_026.jpg,0,1,0,1.175029
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_105.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_105.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_105.jpg,0,1,0,1.925898
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_184.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_184.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_184.jpg,-0.15,1,0,2.727001
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_262.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_262.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_262.jpg,-0.35,1,0,3.574712
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_343.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_343.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_343.jpg,-0.5500001,1,0,4.470664
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_416.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_416.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_416.jpg,0,1,0,5.344019
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_486.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_486.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_486.jpg,0,1,0,6.03084
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_564.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_564.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_564.jpg,0,1,0,6.948144
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_632.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_632.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_632.jpg,0,1,0,7.858746
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_703.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_703.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_703.jpg,-0.1,1,0,8.534987
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_773.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_773.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_773.jpg,-0.3,1,0,9.410097
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_840.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_840.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_840.jpg,-0.45,1,0,10.04311
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_911.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_911.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_911.jpg,0,1,0,10.6692
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_12_978.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_12_978.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_12_978.jpg,0,1,0,11.63958
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_050.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_050.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_050.jpg,0,1,0,11.94767
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_128.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_128.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_128.jpg,-0.05,1,0,13.08582
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_203.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_203.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_203.jpg,-0.25,1,0,13.87488
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_275.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_275.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_275.jpg,-0.45,1,0,14.63587
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_344.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_344.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_344.jpg,-0.6000001,1,0,15.26369
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_417.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_417.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_417.jpg,-0.8000001,1,0,15.97767
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_494.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_494.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_494.jpg,0,1,0,16.64257
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_570.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_570.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_570.jpg,0,1,0,17.15055
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_645.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_645.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_645.jpg,0,1,0,17.95955
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_720.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_720.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_720.jpg,0,1,0,18.78762
E:\dev\SelfDrivingCar\IMG\center_2021_12_28_12_59_13_796.jpg,E:\dev\SelfDrivingCar\IMG\left_2021_12_28_12_59_13_796.jpg,E:\dev\SelfDrivingCar\IMG\right_2021_12_28_12_59_13_796.jpg,0,1,0,19.60353
